Station1,Station2,Station3,Station4,Station5,Station6,Station7,Station8,Station9,Station10,Station11,Station12,Station13,Station14,Station15,Station16,Station17,Station18,Station19,Station20,Station21,Station22,Station23,Station24,Station25,Station26,Station27,Station28,Station29,Station30,Station32
8.333333333,12.33333333,12.83333333,8.333333333,10.5,9,8.833333333,8.5,9,9.166666667,9.333333333,11.83333333,9.833333333,10.83333333,13.66666667,12.33333333,12.5,9,11.5,9.5,8.5,10.66666667,10.16666667,10.33333333,10.5,9.666666667,14.5,10.66666667,15.83333333,8.333333333,8.666666667
7.666666667,11.16666667,9.166666667,7.833333333,7.833333333,8,9.833333333,6.666666667,7.666666667,8.166666667,8.666666667,18.16666667,9.5,9.166666667,7.5,10.16666667,9,8.666666667,9.5,8.333333333,7.166666667,10.66666667,9.333333333,8.666666667,9.166666667,7.833333333,10.66666667,7.666666667,31.5,6.333333333,8.333333333
6.666666667,9,11.5,7.166666667,7.666666667,10,8.833333333,8.666666667,6.666666667,7.166666667,8.333333333,11.33333333,10.33333333,10,11,9.166666667,9.833333333,8.833333333,7.833333333,7.166666667,8,8.666666667,11.83333333,8.833333333,7.5,8.166666667,8.333333333,9.833333333,19.5,9.333333333,8.666666667
7.666666667,8.833333333,10.33333333,7.333333333,8,13.16666667,8.166666667,6.5,7.333333333,7.166666667,8.333333333,12.16666667,8.166666667,8.666666667,7.166666667,8,9.5,8.833333333,7.166666667,7.5,7.166666667,8.333333333,9.833333333,8.666666667,9.5,10.66666667,7.666666667,8.166666667,11.5,8.166666667,7.5
7.666666667,10.83333333,10.66666667,8.166666667,7.333333333,9,8.666666667,6.833333333,7.333333333,7,8,10,8.833333333,9.833333333,6.833333333,10,11,8.333333333,10.83333333,9.833333333,8,9.5,8.833333333,9,6.666666667,9,9,7.5,10.66666667,8,9.333333333
6,10,9.166666667,9.5,8.5,8.166666667,8.5,7,7.5,7.833333333,8.166666667,10,9.166666667,8.666666667,8.333333333,8.333333333,9.5,10.5,10,7.5,7.166666667,9.333333333,8.333333333,7.333333333,7.5,11.16666667,10,8.333333333,10.16666667,9.5,8.333333333
7.5,9.333333333,13.33333333,7.666666667,7.833333333,9.5,8.5,7.333333333,7.5,7.5,9,9.5,8.5,8.166666667,8.166666667,10.16666667,9.5,9.666666667,7.5,9.166666667,8,8.5,9.833333333,8.666666667,9.5,8.666666667,10,9.5,12,8.666666667,8.5
8,8,13.33333333,8.166666667,8,7.833333333,9.166666667,7,6.833333333,7.166666667,7,9.5,8.666666667,8.166666667,7.333333333,8.5,8.666666667,8.333333333,7.833333333,8.333333333,9,8.666666667,8.333333333,7.833333333,6.833333333,8.333333333,7.833333333,7.666666667,11.33333333,7.5,7.166666667
7.833333333,9.333333333,9,7.5,6.833333333,8.5,8.166666667,7,7.833333333,6.833333333,7.833333333,8.5,10,8.666666667,6.833333333,9.833333333,10.33333333,8.166666667,7.833333333,8.333333333,7.833333333,8.166666667,7.5,7.166666667,7.333333333,9.333333333,8.166666667,7.166666667,9.833333333,8,8.166666667
9.333333333,11.83333333,11.16666667,8.666666667,7,8.666666667,8.166666667,7.333333333,7.666666667,6.833333333,9.333333333,9.666666667,9.666666667,8.666666667,7.5,10,9.5,9.5,8.333333333,8.666666667,9.833333333,9.833333333,9.166666667,8.833333333,8.5,9.666666667,9.166666667,8.5,10.16666667,8,10.16666667
7.166666667,9.833333333,11.5,8.166666667,8.166666667,7.5,7.5,6.333333333,7.833333333,7.5,7.333333333,8,8.333333333,8,9.833333333,9.833333333,10.16666667,10.83333333,7.833333333,9.833333333,9,9,9.666666667,8,8.333333333,9.333333333,7.5,7.666666667,9.666666667,7.333333333,9.5
8,8.833333333,8.833333333,8,7.5,8.666666667,8.333333333,7.333333333,7,7.166666667,8.5,8.5,8.833333333,8.166666667,6.333333333,8.833333333,7.5,9.5,8,7.166666667,7.166666667,8.5,8.166666667,7.166666667,7,8.166666667,8.333333333,8.833333333,8.5,7.5,8.5
7.833333333,8.833333333,8.166666667,8.166666667,8.166666667,8.833333333,8.5,7.166666667,7.833333333,6.833333333,9,9,8.833333333,9.666666667,6.833333333,8.5,9.666666667,10,7.333333333,7.833333333,7.666666667,10,8.333333333,9,8.333333333,8.5,8,7.666666667,11,7,7.833333333
9,11.33333333,12,9.666666667,8.5,9.833333333,8.833333333,7.833333333,8.5,8.5,9.5,10.16666667,11.16666667,10.33333333,7.166666667,11.5,10.66666667,10.33333333,8.833333333,8,9.666666667,12.16666667,9.333333333,9.166666667,8.333333333,10.5,9.333333333,10,11.5,8.5,9.666666667
9,12.5,11.83333333,10.5,8.666666667,11.85714286,9.666666667,8.833333333,9.333333333,9,11.33333333,11,12,12,9.833333333,11.83333333,13.33333333,12.16666667,9.833333333,9.333333333,9.166666667,12.83333333,11.16666667,9.5,8,10.5,10.5,10.5,13,9.166666667,9.666666667
8,11.66666667,11.5,10,8.833333333,9.833333333,10.16666667,8,8,7.833333333,10.5,10.16666667,10,11,9.166666667,12.16666667,8.666666667,12.83333333,10,8.333333333,9,12.16666667,10.5,8.833333333,8.5,10.66666667,10.16666667,8.5,11.83333333,9,8.333333333
8.333333333,10,11.5,9.333333333,7.833333333,10.6,9,8,7.666666667,8,9,9.833333333,9.833333333,9.5,8,12.16666667,11.16666667,11,8.166666667,9.666666667,7.333333333,10.83333333,9.666666667,9.333333333,5.833333333,9.833333333,8.333333333,8.5,10.83333333,9.833333333,8.333333333
8,11.14285714,11,9.5,8.166666667,8.333333333,8.833333333,7.5,7.666666667,7.333333333,10.16666667,9.5,10.66666667,8.833333333,7.5,10.83333333,10.83333333,9,9.166666667,9.166666667,7.833333333,12.16666667,9.833333333,8.166666667,5.833333333,9.5,8.333333333,8.333333333,9.666666667,7.833333333,9
10,12.33333333,10.5,8.166666667,7.833333333,9.666666667,9,7.5,7.666666667,9.666666667,10.83333333,10,8.166666667,10,8,9.833333333,11.33333333,11,10.83333333,9.333333333,7.666666667,10,9.333333333,8.333333333,5.833333333,10.33333333,9.833333333,10,10.66666667,9.166666667,8.833333333
8.5,11,12.33333333,9.333333333,10,9.833333333,9.5,9,8.166666667,7.5,10.5,10,10.83333333,9.5,8.333333333,10.83333333,12.83333333,10.16666667,10,10.16666667,9.166666667,10,10.33333333,9.666666667,5.333333333,10.83333333,9.166666667,9.333333333,11.66666667,10.16666667,9.666666667
8.666666667,13.16666667,13.33333333,10.5,9.5,10.16666667,9.166666667,7.166666667,10.16666667,10,11.66666667,11,10.33333333,12.16666667,9,11.33333333,11,12.33333333,10,12.5,8.5,10.5,10,10.66666667,8.666666667,11.5,12,11.33333333,12.66666667,11,9.8
8.666666667,14,16,11.33333333,10,12.16666667,10.66666667,10.66666667,10.33333333,10,10.66666667,11.16666667,10.5,11.16666667,10,11.33333333,14.66666667,12.5,12,9.666666667,9.5,13.66666667,12.16666667,10,7.166666667,10.5,11.66666667,11.66666667,11.16666667,9.833333333,10.5
10.5,14.83333333,14.66666667,10.5,11,15.33333333,11.33333333,8.5,9.333333333,10.33333333,12.5,12.16666667,11.5,11.83333333,9.5,13.5,14.33333333,14.16666667,11,11.16666667,11.83333333,13.5,12.66666667,11.16666667,10.33333333,12.5,13.33333333,11.83333333,14.66666667,11.66666667,12.16666667
11.33333333,12.83333333,14.66666667,11.83333333,11.66666667,14.83333333,11.66666667,10.66666667,12.16666667,11.83333333,12.5,14.5,12.66666667,13.83333333,11.16666667,13.16666667,15.16666667,16,11.83333333,11.16666667,12,15.83333333,12.83333333,11,10.5,13.16666667,14.5,11,16.5,11,14.66666667
10.83333333,13.83333333,15,11.33333333,11,13.33333333,12.5,9.5,11.33333333,10,14.66666667,13.66666667,11.33333333,14.16666667,10.83333333,13.5,12.5,13.16666667,11.83333333,13.16666667,12.16666667,13.16666667,12.66666667,12.4,9.666666667,15.33333333,11.66666667,11,14,10.83333333,11.33333333
10,13,15,11,9.5,11.16666667,10.5,8.666666667,9.833333333,8.5,12,11.16666667,10.33333333,12.5,10,12.66666667,11.16666667,13.66666667,10.16666667,10.5,9.666666667,12.66666667,10.16666667,10.66666667,8,11.66666667,11.16666667,10.66666667,14,9.333333333,11.83333333
8.5,11.16666667,13,10.16666667,8.666666667,10.83333333,10.33333333,7.666666667,10.33333333,8.5,10,11.33333333,8.833333333,9.833333333,8.166666667,10.33333333,11.16666667,10,9.166666667,9.833333333,10,11.16666667,10.16666667,9.333333333,8.5,12,11.16666667,10.66666667,13,9,10.33333333
9.333333333,10.66666667,10.83333333,8.833333333,8.333333333,8.5,8.833333333,7.833333333,10.33333333,8,9.333333333,10.83333333,10.5,10.16666667,8.333333333,12.66666667,11,12,8.833333333,9.833333333,8.833333333,11.83333333,10.16666667,8.333333333,8.333333333,10.83333333,11.16666667,10,11.33333333,8.666666667,10.5
8,10,8.833333333,8.166666667,7.166666667,10,7.833333333,7.5,8.333333333,7.666666667,8.333333333,8,8.5,8.5,7.166666667,10.5,8.833333333,8.833333333,8.5,8.166666667,8,9.833333333,8.333333333,8.666666667,6.833333333,9.166666667,9,7.833333333,10.66666667,8,9.5
7.5,8.333333333,6.833333333,6.666666667,6.5,7.5,7.166666667,6,7.833333333,5.833333333,6.333333333,7.166666667,8.5,7.166666667,6.666666667,8.833333333,8.166666667,9.666666667,7.833333333,7.333333333,7.666666667,7.333333333,7.166666667,6.5,7.833333333,7.333333333,8,6.666666667,9.833333333,6.833333333,8.333333333
8.333333333,9.666666667,9.333333333,8.666666667,8,9,7.333333333,6.5,7.666666667,6.666666667,8,9.333333333,9.833333333,8.333333333,7.666666667,9.666666667,10.83333333,9.666666667,9.833333333,8.333333333,8.833333333,10.16666667,8,8,11.16666667,9.833333333,10.33333333,7.833333333,12.5,7.666666667,9.5
8.666666667,11.5,12,9.166666667,8.5,10,9.333333333,7.666666667,8,7.333333333,10.33333333,10,10.66666667,10.83333333,8.5,12,10,9.666666667,8.833333333,8.833333333,9.666666667,10.33333333,8.166666667,9.666666667,10,9.333333333,10,8.833333333,12.16666667,8.833333333,10.5
7.5,10.66666667,9.666666667,8.333333333,7.666666667,9.666666667,9,6.666666667,8,7.833333333,9.166666667,8.666666667,9.833333333,13.16666667,7.666666667,10.83333333,10.83333333,9.833333333,9,7.166666667,10.66666667,10.66666667,8,8.5,9.333333333,10.16666667,11.33333333,8.5,11.66666667,8.333333333,9.5
7.333333333,9.666666667,9,6.833333333,7.666666667,8,7.666666667,7,7.5,6.5,8,8.166666667,9.166666667,9.166666667,9.333333333,10.5,10.66666667,9.166666667,7.833333333,6.166666667,8.5,8.666666667,8.333333333,7.833333333,7.833333333,10.16666667,8.666666667,7.333333333,10.66666667,7.833333333,10.16666667
8.833333333,11.83333333,11.66666667,8.166666667,8.166666667,8.333333333,7.833333333,7,7.833333333,7.833333333,9.5,8.666666667,9.166666667,9.666666667,8,10,11,9.166666667,8.166666667,8.166666667,8.666666667,8.666666667,8.666666667,9.333333333,8.833333333,10.5,8.5,8.5,10.33333333,8.333333333,10.5
8.833333333,9.833333333,10.33333333,8.833333333,7.5,8.666666667,8.833333333,7.5,9.5,7.166666667,10.16666667,10,9.333333333,11.16666667,7.5,9.5,10,9,9.833333333,9.4,8.833333333,9.833333333,8.833333333,10.16666667,6.666666667,10,8.833333333,8.666666667,11.16666667,8.666666667,10.83333333
6.833333333,8.666666667,8.333333333,7.666666667,6,7.5,7.333333333,5,6.833333333,6.333333333,7,7.333333333,6.666666667,8.166666667,6.666666667,9.666666667,8.833333333,8.333333333,7.666666667,6.333333333,8.166666667,7,7.333333333,6.666666667,9,8.333333333,7,7.5,12.16666667,7,7.666666667
6.166666667,8.166666667,7.666666667,5,6.333333333,5.666666667,6.833333333,5.833333333,5.333333333,5.833333333,6.833333333,8.5,6,5.666666667,6,6.333333333,6.5,5.666666667,6.333333333,6.666666667,6.833333333,5.5,6.333333333,5.833333333,9.5,6.833333333,6.166666667,5.833333333,9.5,6,6.333333333
6,8.666666667,8.333333333,6.333333333,5.5,6.833333333,6.166666667,5,6.666666667,6.833333333,6,7.666666667,6,6.333333333,6.333333333,7.166666667,9,6.5,6.666666667,6.5,7.666666667,6.833333333,6.666666667,5.5,12.66666667,7.5,7.333333333,5.5,9.166666667,5.5,7.666666667
7.333333333,7.5,9,7,6.666666667,7,6.166666667,6.166666667,6.5,7.333333333,8,7.666666667,7.666666667,7.5,6.666666667,9.5,7,8,6.333333333,6.833333333,7.833333333,8.166666667,8.666666667,7.166666667,6.5,7.833333333,8.166666667,5.833333333,8.5,6.5,6.5
7.833333333,9.166666667,8,7.666666667,7.166666667,9,8.166666667,5.333333333,7.5,7.166666667,6.666666667,7.333333333,9.166666667,8.333333333,6.666666667,9.333333333,8.333333333,8.5,7.666666667,6.833333333,7.833333333,9,9,7.833333333,8.5,9,7.833333333,6.5,9,8.333333333,7.333333333
7.666666667,11.83333333,10.33333333,9.5,7.166666667,8.833333333,8.833333333,7.666666667,8,8,8.5,9.666666667,10.5,10,7.5,10,9.5,9.333333333,8.333333333,8,8.333333333,11.16666667,10,8.666666667,7.666666667,10.83333333,8.8,8.5,10.33333333,8.5,7.333333333
9.333333333,12.16666667,11.5,11.16666667,8.5,12.16666667,10.66666667,9,9.166666667,10.5,11,12.66666667,12.83333333,10.83333333,9.166666667,11.33333333,12.33333333,12.5,9.666666667,9.166666667,11.5,11.83333333,12.16666667,11.5,9.666666667,12.16666667,12.4,10.5,13.66666667,10.33333333,8.333333333
10.5,14.66666667,14.66666667,9.833333333,7.833333333,12.83333333,11.16666667,8.666666667,10.16666667,9.666666667,10.66666667,12.33333333,12.16666667,13,9.666666667,14.6,13.33333333,13.83333333,11.33333333,9.666666667,10.5,11.83333333,12.66666667,10.33333333,8.833333333,11.83333333,11.5,10.66666667,11.66666667,11.5,11
10.16666667,18.83333333,13.66666667,11.5,13,13,11.5,11.66666667,11,11.33333333,13.5,13.33333333,14.33333333,13,10.5,15,12.33333333,15.16666667,12.66666667,10.5,14.16666667,13,13.66666667,11.83333333,12.5,16.33333333,32.5,12.5,15,13,10.66666667
12.5,17.83333333,16.16666667,12.5,12.66666667,13.83333333,12.66666667,10.16666667,13.33333333,12.33333333,14.33333333,14.33333333,16.5,16.83333333,11.66666667,15.83333333,17.16666667,16.83333333,14.66666667,13.66666667,14.16666667,16.83333333,15,13.33333333,13.16666667,15.5,34.5,11.33333333,17.5,12,12.5
13.66666667,19.83333333,16.66666667,13.5,12.66666667,14.66666667,14.66666667,10.5,13.33333333,11.83333333,17.66666667,16.16666667,15.83333333,18.5,12.83333333,17.33333333,18.83333333,18,14,13.33333333,14,18.66666667,16.5,12.5,13.16666667,17.16666667,24.16666667,12.66666667,21.33333333,12.5,14.16666667
13,18.66666667,18.83333333,13.33333333,10.5,15.16666667,12,12.16666667,11.33333333,11.5,17.16666667,16.66666667,15.83333333,18.33333333,11.83333333,17,14.66666667,16.16666667,15.33333333,13,15,16.66666667,15.33333333,12.5,11.66666667,15.83333333,31.66666667,12,16.83333333,12.16666667,13.16666667
12.16666667,15.33333333,15,14,12.5,15,12.5,10.16666667,11.16666667,11.83333333,16,17.33333333,15.83333333,17,12.5,14.5,15.5,16.83333333,15.5,15.16666667,15.5,16,15.66666667,12.33333333,12,14.5,17.5,13.66666667,16.83333333,12.66666667,12.5
10.33333333,19.16666667,16.83333333,16.33333333,13.5,14.83333333,13.16666667,11.33333333,11,12.16666667,15.5,19.66666667,15.16666667,17.5,14.83333333,16.66666667,18.83333333,19,13.5,11.5,13.66666667,17.5,14.33333333,12.5,12.83333333,18.16666667,21,12.5,18.83333333,13.33333333,15.83333333
13.33333333,17.33333333,15.83333333,19.83333333,15.66666667,16.33333333,11.5,10.5,13,12.66666667,16.33333333,18.5,16.16666667,17.33333333,14.33333333,19.16666667,17.33333333,16.66666667,15,11.16666667,14.5,19.16666667,14.5,12.66666667,13.66666667,17.83333333,17.33333333,14.83333333,19.16666667,12.66666667,17.5
13.83333333,19.16666667,21,16.16666667,16,16,14.66666667,13.66666667,12.33333333,11.83333333,16.5,17.83333333,16.83333333,19.5,13.66666667,21.33333333,18.83333333,17.16666667,15.83333333,14.16666667,15.16666667,17.33333333,15.16666667,15.5,14.83333333,17.83333333,15.5,14,17.5,13.5,13.5
12.83333333,20.16666667,18.5,14,12.66666667,15.16666667,12.83333333,11,11.83333333,11.66666667,14,16.33333333,13.33333333,15.66666667,13.5,17.83333333,18.33333333,17.16666667,15,12.5,14,17.16666667,14.16666667,13.16666667,12,14.5,15.16666667,11.5,19.16666667,12.83333333,15
13.33333333,16.66666667,16,14.33333333,14.33333333,16.33333333,15.16666667,11.16666667,12.83333333,14.33333333,15.33333333,18.5,18.16666667,19.66666667,14.16666667,18.16666667,19.33333333,19,14.33333333,13.83333333,16.83333333,15.83333333,17,15.5,12.5,16.66666667,15.83333333,14.16666667,23.16666667,12.5,14.83333333
16.33333333,19.83333333,19.5,15.66666667,17,17.33333333,15,11.66666667,14,15.16666667,19.33333333,18.66666667,19.33333333,19.33333333,16,21.5,22.66666667,21.33333333,15.16666667,15.16666667,16.83333333,19.5,17.33333333,15.5,14.5,18,16.5,16,21,16.83333333,13.66666667
19,22.5,21.33333333,17.33333333,16.5,19.66666667,15.66666667,16.33333333,16.33333333,14.66666667,18.5,16.16666667,20.83333333,20.33333333,18.83333333,24.16666667,21.16666667,21.66666667,19.16666667,15.66666667,13.83333333,21.66666667,20.5,18.16666667,11.33333333,19.33333333,17.83333333,16.16666667,21.33333333,17.5,13.66666667
19.66666667,24.16666667,23.66666667,21.66666667,17.16666667,21.33333333,16.83333333,14.5,16.33333333,17.16666667,20.33333333,19.33333333,21.83333333,19.16666667,16.83333333,23.16666667,22,25.66666667,18.5,16.33333333,19.33333333,23,21.33333333,19.83333333,15.66666667,19.33333333,20.66666667,19,22,17,17.33333333
19.66666667,24.66666667,26.5,19.33333333,15,19.66666667,15.66666667,15.16666667,17,17.16666667,20.83333333,22,25,24.66666667,16.16666667,24.16666667,24.5,23.33333333,19.66666667,20.5,20.83333333,23.83333333,21.33333333,19.5,13.5,23,18.5,18.83333333,27.83333333,17.33333333,21.33333333
15.16666667,23.16666667,21.16666667,19.66666667,14.33333333,21.33333333,16,15.5,14.66666667,15.83333333,20,20.33333333,19.33333333,21.5,24.66666667,23,24.83333333,22,17,16,18.66666667,20.83333333,18.16666667,16.33333333,12.33333333,25.83333333,19.16666667,16.66666667,17.5,17.5,17.16666667
15.5,21.5,20.66666667,17.66666667,15,18.16666667,14,12.83333333,15.5,14.33333333,18.5,20.5,19.5,19,17.16666667,21.66666667,21.83333333,18.66666667,16.66666667,16.33333333,16.5,20,17.83333333,16.16666667,13.83333333,20.83333333,17.5,15.5,25,16.83333333,15.66666667
16.5,20.83333333,19.83333333,18.33333333,16.16666667,18.5,16.5,13,14.33333333,16.33333333,19,20.33333333,17.5,20.16666667,15.5,21.83333333,21,20.66666667,16.66666667,14.5,17,20.33333333,17.83333333,16.33333333,14,19.83333333,17.16666667,14.66666667,22.83333333,15.66666667,15.66666667
14,23.66666667,21.33333333,17.16666667,16.33333333,17.33333333,15.16666667,13.16666667,12.83333333,13.66666667,19.33333333,19,19.5,18.83333333,14.5,20.5,18.5,21,17.16666667,15.16666667,15.33333333,19,15.66666667,17.66666667,13.83333333,19.33333333,16.66666667,15.5,20.83333333,16.5,15.5
16.66666667,19.83333333,18.66666667,15,14.5,15.66666667,14.66666667,14.16666667,14.33333333,15.16666667,16.66666667,18.16666667,18.5,19.33333333,13.66666667,22,21,18.83333333,14.33333333,15.66666667,16.66666667,21.5,18.16666667,16.83333333,14,20,15.66666667,15.5,24.66666667,15.66666667,16.66666667
15.33333333,19,18,16.5,15,17,14.33333333,13,14.16666667,12.5,18,18.66666667,19,18.66666667,14,18,19,19,16.33333333,12.16666667,15.16666667,19.16666667,16.5,15,13.83333333,19.83333333,17.5,15,20.66666667,14.5,17.16666667
15.16666667,17.33333333,18,14.33333333,13.16666667,15.83333333,14,12.16666667,13,13.16666667,17.33333333,15.66666667,17,15.66666667,12.66666667,20.5,17,20,14.33333333,14,16.66666667,17.33333333,15.83333333,14.66666667,12,18.33333333,14.16666667,14.5,17,13.5,15
14.5,18.16666667,18.33333333,14.33333333,15.5,15.83333333,14.16666667,11.83333333,13.16666667,12.16666667,16.5,15.66666667,15.33333333,17.66666667,12.33333333,17.66666667,17.83333333,17.66666667,14.83333333,14,14.66666667,16.83333333,17.66666667,15,10,15.16666667,14.5,14.16666667,17.83333333,13.33333333,14.5
11.5,15.83333333,15.16666667,13,14.33333333,17.16666667,13.16666667,10.66666667,12.66666667,12.16666667,16.5,16.33333333,16,18.16666667,11.33333333,15,14.83333333,18.66666667,14.16666667,11.5,12.83333333,17,14.66666667,13.83333333,12.33333333,14.16666667,14.33333333,12.16666667,17.16666667,13.16666667,13.16666667
12.66666667,20.5,19,20,12.33333333,15.16666667,13.66666667,12.16666667,12,13.83333333,14.33333333,15.66666667,17.16666667,16,12.66666667,16.16666667,17.83333333,18.33333333,13.66666667,13.16666667,12.83333333,17.16666667,16.16666667,14.33333333,11,16.5,14,13,20.16666667,15.16666667,13.66666667
16.5,22.16666667,19.33333333,18.83333333,14.5,16.33333333,16.5,13.5,13.16666667,14.33333333,16.33333333,18.66666667,20.5,17.5,13.33333333,21.5,21,19.83333333,16.66666667,15.83333333,16.5,20.5,19.5,16.66666667,13.83333333,22.5,24,18.5,21.5,17,17
15.33333333,21.33333333,19.16666667,18.33333333,13.5,19,15.16666667,12.33333333,13.5,12.66666667,16,21,17,18.66666667,14.66666667,19.66666667,19.33333333,19.83333333,16,17.5,17.66666667,19.66666667,19,16.5,16,23,19,15.66666667,22.33333333,15.83333333,14.83333333
14.66666667,18.66666667,19,15.5,14.83333333,17.5,17.16666667,13.33333333,13.33333333,14.83333333,17,17.5,17,17.83333333,17,18,22.5,18.16666667,17.83333333,13.83333333,14.33333333,18,18,16.33333333,14.83333333,17.66666667,17,14,22.33333333,13.83333333,16
14.5,20,20,15.5,14,17.16666667,16.5,14,13.66666667,13.16666667,17.33333333,21.2,15.5,16.33333333,15.2,19.6,21.83333333,20.14285714,15.2,13.33333333,17.2,18,17.33333333,15.16666667,14.16666667,17.16666667,17.2,15.5,20,14.16666667,14
14,19.33333333,21.5,17.66666667,14.16666667,16.16666667,14.83333333,14.33333333,14.66666667,13.66666667,16.16666667,21.33333333,16.5,18.5,15.16666667,20.33333333,24.16666667,19.16666667,17.33333333,17.83333333,17.16666667,17.33333333,16.5,14.16666667,14.16666667,21.83333333,19.66666667,15.16666667,20.83333333,13.83333333,18.16666667
15.5,18.5,29.16666667,16.83333333,14.83333333,17.83333333,16.16666667,14.33333333,15,14.33333333,17.66666667,19.5,18.16666667,18.66666667,14.5,21.16666667,19.16666667,19.5,16.83333333,16.16666667,17,20,18.5,17.83333333,15.16666667,20.83333333,21.33333333,15.83333333,20,15.5,19.16666667
15.16666667,26,24,15.83333333,15.5,17.66666667,16.16666667,12.85714286,15.66666667,15.16666667,18.5,24.33333333,19.66666667,17.83333333,12.75,20.5,20.16666667,22,18.83333333,14.85714286,18,23.33333333,17,16.33333333,14.66666667,22,19.5,13.66666667,21,19.33333333,19
13.16666667,20.16666667,17.83333333,13.16666667,16,16.16666667,15.16666667,13.16666667,13.66666667,13.16666667,17,22.83333333,20.5,20.5,15.83333333,21.5,19.83333333,19.83333333,17.33333333,14.33333333,14.5,19.83333333,19.83333333,16.5,12.16666667,19,17.83333333,14.66666667,20.33333333,13.83333333,16.16666667
14.5,19.5,25.42857143,14.83333333,15.66666667,15.66666667,13.83333333,12,12.33333333,11.5,17.16666667,24.33333333,18.83333333,19.33333333,12.83333333,18.33333333,19,17.83333333,14,13.16666667,13.66666667,16.66666667,16.83333333,13.5,10.83333333,18,16,12.66666667,21,14.33333333,16
11.5,18.16666667,13.83333333,14.33333333,13.5,14,12.16666667,9.666666667,13,10.83333333,13.66666667,15,16.33333333,19.16666667,12.16666667,13.5,14,15.83333333,12.66666667,11,12.33333333,13.66666667,13.33333333,12.33333333,9.333333333,13.83333333,13,11.83333333,14.83333333,12.66666667,14.5
11,16,15.5,12.66666667,10.5,12.83333333,12.83333333,11,12.33333333,11.16666667,12.83333333,13.5,15.5,13.5,11.66666667,15.83333333,15.16666667,18.5,12.83333333,12.33333333,11.83333333,13.66666667,14.16666667,12.33333333,10.5,14.83333333,12.66666667,13.16666667,15.5,11.33333333,14.5
12.83333333,14.83333333,15.66666667,14.33333333,13.16666667,10.83333333,13,10,12.16666667,10.83333333,13.83333333,10.66666667,12.83333333,14.66666667,10.33333333,14.16666667,17.33333333,16,16.5,15.33333333,10.66666667,13,14.5,12.16666667,12,13,12,12.16666667,15.66666667,12.5,11.5
15.66666667,16.83333333,15.83333333,14,11.83333333,11.16666667,12.5,10.16666667,15.5,10,14.16666667,11.33333333,10.66666667,12.83333333,8.5,14.33333333,18.83333333,14.83333333,13.33333333,13.16666667,10.66666667,16.83333333,15,11.16666667,12,13,14,16.5,15.16666667,14,12.33333333
13.66666667,14,20.5,13,14.33333333,10.66666667,14,10,12.66666667,10.5,16,12.83333333,11.16666667,13.83333333,9.5,18,20.16666667,13.83333333,13.66666667,16,10.83333333,13.16666667,15.16666667,11.5,11.16666667,13.66666667,12.5,13,15.16666667,13.83333333,12.16666667
13.33333333,12.66666667,18.16666667,10.5,14.83333333,12.66666667,12.5,10.83333333,12,9.333333333,14,12.33333333,9,11.5,10.33333333,13.83333333,19.66666667,13.16666667,14.5,14.16666667,11.5,12.66666667,15,10.5,11.5,14.5,12.16666667,12,15.83333333,13.16666667,13.5
13,11.66666667,18.5,13.16666667,12.16666667,11.33333333,13.66666667,9.666666667,10.16666667,9.5,14.33333333,13.33333333,9.833333333,10.5,10.66666667,20.16666667,20,14,14.16666667,15,12.33333333,12.83333333,14,11.83333333,12.66666667,12.66666667,12.66666667,12.66666667,17.5,14.16666667,12.83333333
11.16666667,11.16666667,19,15.16666667,10.83333333,12.4,11.83333333,11.5,11.33333333,11,15.16666667,10,9.5,14.33333333,9.666666667,18.66666667,16.5,13.33333333,14.5,15,12.33333333,13.66666667,13.83333333,12,10.33333333,12.33333333,12.16666667,12.83333333,16.83333333,14.66666667,12.5
12.83333333,14.33333333,18,13,11,12.33333333,13.33333333,11.33333333,12.16666667,9.5,14.16666667,12,10.33333333,13.66666667,9.333333333,16.16666667,20.16666667,13.66666667,14.16666667,15.16666667,10.5,13.33333333,14,11.16666667,11.83333333,13.66666667,12.33333333,12.33333333,14,14.16666667,12.83333333
14.83333333,12.66666667,20.16666667,13.5,10,10.66666667,12.5,11.5,10.83333333,8.166666667,13.16666667,13.5,9.833333333,11.33333333,10.83333333,15.5,14.66666667,12.16666667,15.16666667,15.5,10.33333333,12,13.83333333,11.66666667,9.166666667,11.83333333,12.16666667,12.5,17.16666667,15,13.33333333
12.83333333,13.16666667,19,12.33333333,10.5,10.66666667,12.83333333,9.666666667,11.66666667,8.666666667,15.5,9.666666667,8.666666667,11.83333333,9.833333333,15.33333333,14.5,12.16666667,16,19.16666667,9.333333333,11.83333333,13.5,10,10.66666667,15.16666667,14,13,15.33333333,14.5,11.66666667
12,14.16666667,18.33333333,14.16666667,11.66666667,12.33333333,12.5,11.16666667,12.5,10.5,16.33333333,10.16666667,10.5,12,10.83333333,15.66666667,20.66666667,12.83333333,15.5,16.16666667,10.66666667,12.66666667,13.5,11.5,10.14285714,15.83333333,14.33333333,13.66666667,18.66666667,14.33333333,13
10,15.16666667,17.33333333,14.33333333,11.66666667,11.16666667,13.5,10.33333333,11.83333333,10.5,15,12.16666667,11,12.33333333,10,15,15,13,15.16666667,13.33333333,10.33333333,13.16666667,17.33333333,13,9.666666667,12.33333333,13.5,12.33333333,16.66666667,13.33333333,14
