station,lon,lat,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260,V261,V262,V263,V264,V265,V266,V267,V268,V269,V270,V271,V272,V273,V274,V275,V276,V277,V278,V279,V280,V281,V282,V283,V284,V285,V286,V287,V288,V289,V290,V291,V292,V293,V294,V295,V296,V297,V298,V299,V300,V301,V302,V303,V304,V305,V306,V307,V308,V309,V310,V311,V312,V313,V314,V315,V316,V317,V318,V319,V320,V321,V322,V323,V324,V325,V326,V327,V328,V329,V330,V331,V332,V333,V334,V335,V336
PM10_Station 1,5.5137902,51.41804397,14.66666667,14,15.5,16.5,16,16,18.33333333,19.16666667,18.4,15,14,14.33333333,11.66666667,10.5,9.166666667,10.33333333,9.666666667,10.83333333,13.66666667,15.66666667,16.83333333,23.33333333,18.5,9.833333333,7.5,6.666666667,7.666666667,9,10.5,13.66666667,9.666666667,7.333333333,7.5,8,9,8.833333333,8.5,9.5,9.166666667,9.666666667,10.16666667,14,13.16666667,11.16666667,10.16666667,15.83333333,23.33333333,23.5,24.33333333,31.83333333,34.66666667,36.5,36.83333333,37.33333333,36.5,33.83333333,30.83333333,25.66666667,18.16666667,10.66666667,6.333333333,5,5.166666667,4.5,6.833333333,8.166666667,6.5,5.666666667,6.666666667,7.166666667,7.5,8,6.5,6.5,6.333333333,5,6.166666667,5.666666667,8.833333333,7.666666667,6.666666667,9.166666667,8.333333333,7.666666667,6.666666667,7.666666667,7.666666667,6,7.5,8,7.833333333,9.333333333,7.166666667,8,7.833333333,9,9,8,8.333333333,8,10,8.5,8.666666667,8.666666667,10.5,11.33333333,10.83333333,10,8.5,9.333333333,8,7.5,8.333333333,8.666666667,7.5,7.333333333,8.833333333,8.833333333,6.833333333,6.166666667,6,7.333333333,7.833333333,7.666666667,9.333333333,10.5,10.16666667,12.5,13.66666667,13,12.16666667,10.33333333,13.33333333,13.83333333,12.83333333,13.33333333,16.33333333,19,19.66666667,19.66666667,15.16666667,15.5,16.5,14,16.66666667,15.33333333,15.16666667,14.5,11.5,12.66666667,16.5,15.33333333,14.66666667,14.5,14,15.5,15.16666667,13.16666667,14.5,11.5,11,12.83333333,15.66666667,13.66666667,13.33333333,13,11.16666667,12.83333333,14.83333333,12.83333333,12,10,12.33333333,11.66666667,12.83333333,15,16.66666667,18.83333333,18.33333333,18.33333333,16.83333333,12.33333333,9,5,5.666666667,11.33333333,13.83333333,11.5,12.33333333,12.83333333,13.5,13.5,13,11.5,10.66666667,12.66666667,8.5,7.5,9,10.16666667,12.83333333,15.5,12.16666667,13.33333333,13.5,13.5,10.5,12.33333333,12.5,13.66666667,11.16666667,12.66666667,11.33333333,10.83333333,10.5,10.66666667,10,10,11.33333333,10.5,11.66666667,12.83333333,10.83333333,11.66666667,11.16666667,9.166666667,7.833333333,6.666666667,6.5,7,7.833333333,8.833333333,7.666666667,9.833333333,7.833333333,9.666666667,9.333333333,9.666666667,8.5,8.166666667,7.333333333,8.333333333,7.333333333,7.833333333,7.666666667,8.333333333,7.666666667,9.333333333,7.833333333,8.666666667,7.833333333,8.5,7,7.833333333,8,8.666666667,8.5,7.166666667,8.333333333,7.833333333,7,8.333333333,8.666666667,7.833333333,8.666666667,8.833333333,8,8,11.66666667,12.5,12.5,12.16666667,11.83333333,13.33333333,11.5,9.166666667,7,8.5,10.5,6.666666667,7.666666667,9.5,11.83333333,11.16666667,11,9.333333333,8.5,10,10.83333333,10.33333333,10.16666667,10.66666667,10.33333333,8.666666667,9,12.66666667,14,13.33333333,11.5,14.33333333,11.66666667,13.83333333,11.33333333,7.5,10.66666667,11.83333333,15.33333333,18.83333333,19.5,19.5,20.66666667,20.5,16.5,15.5,19,16.83333333,14.5,18.66666667,18.33333333,17.33333333,14.33333333,10.16666667,9.666666667,11.16666667,13,14.5,15,13.33333333,10.16666667,10.5,10.16666667,10.66666667,11.16666667,11.66666667,11.83333333,10.83333333
PM10_Station 2,5.4663612,51.44780465,19.33333333,20.5,20.83333333,21.16666667,22.83333333,27.16666667,23,23,20.16666667,18.83333333,19.16666667,18.16666667,16.16666667,12.16666667,12.16666667,13,15.33333333,15.83333333,19,16.5,24.16666667,26.66666667,18,8.5,8.833333333,8.5,9.333333333,12.66666667,13,14.5,10.16666667,9,9.333333333,10.66666667,10.33333333,12.5,11.5,11.33333333,10.66666667,11.66666667,13.16666667,15.66666667,11.5,14.16666667,16,19.66666667,27.66666667,31.83333333,33.16666667,41.33333333,43.66666667,46.16666667,48.66666667,49.16666667,50.16666667,42.33333333,39,31.66666667,23.5,13,7.333333333,6.333333333,8.333333333,5.833333333,7.333333333,10.66666667,7.5,6.666666667,9,9.666666667,9.5,7.5,7.666666667,7.5,6.833333333,6.833333333,5.833333333,7.666666667,10,8.166666667,10.5,11.33333333,12.33333333,11.16666667,9,8.833333333,10.83333333,10,9.333333333,8,9.333333333,11.83333333,9.833333333,8.833333333,8.833333333,11.33333333,12.5,11.66666667,10,11.14285714,12.33333333,11,13.16666667,14,14.83333333,12.83333333,13.83333333,13,11.16666667,10.66666667,10,8.333333333,9.666666667,11.5,10.66666667,9.666666667,11.83333333,9.833333333,8.666666667,8.166666667,8.666666667,7.5,9.166666667,11.83333333,12.16666667,14.66666667,18.83333333,17.83333333,19.83333333,18.66666667,15.33333333,19.16666667,17.33333333,19.16666667,20.16666667,16.66666667,19.83333333,22.5,24.16666667,24.66666667,23.16666667,21.5,20.83333333,23.66666667,19.83333333,19,17.33333333,18.16666667,15.83333333,20.5,22.16666667,21.33333333,18.66666667,20,19.33333333,18.5,26,20.16666667,19.5,18.16666667,16,14.83333333,16.83333333,14,12.66666667,11.66666667,11.16666667,14.33333333,12.66666667,13.16666667,14.16666667,15.16666667,13.66666667,13.83333333,19.66666667,22,27.16666667,23.66666667,21.33333333,22,24.66666667,17.5,8.5,5.5,7.833333333,16.83333333,17.16666667,16.16666667,18.16666667,18.5,16.66666667,17.33333333,17.83333333,17.5,16.5,18.66666667,16.5,16.33333333,12.5,13.83333333,17.33333333,18.16666667,15.83333333,17.5,17,17.16666667,15.66666667,16.66666667,18,15.33333333,13,14.33333333,15.16666667,14.16666667,12.83333333,12.16666667,12.16666667,14,12.33333333,15.66666667,13.6,14.33333333,14.16666667,15.5,14.66666667,10.33333333,8.333333333,8.833333333,8.166666667,9.666666667,9.666666667,8,10.66666667,10.16666667,12.16666667,10.16666667,11.33333333,12.16666667,15.16666667,13.5,13.66666667,11.83333333,11.5,11.5,10.83333333,11.66666667,13.66666667,13.33333333,10.83333333,10,13,10.83333333,11.16666667,10.66666667,11.5,10,11.33333333,9,8.833333333,9.666666667,11,13,9.666666667,10.66666667,10.83333333,10.5,10,11,12.66666667,17,16.16666667,17.16666667,17.66666667,15.33333333,14,13.16666667,11.33333333,10.83333333,10.5,12,9.833333333,11.66666667,18.16666667,16.33333333,12.66666667,11.5,9.833333333,10,13.66666667,12.16666667,10.5,11.66666667,12.83333333,10.66666667,11.83333333,15.33333333,17.16666667,21.16666667,16.5,16.5,18.66666667,18.33333333,16.33333333,11,15.16666667,19.16666667,20.83333333,30,26.16666667,32.16666667,28.16666667,28.5,23,24,24,19,18.5,23.33333333,27.66666667,26.5,20,13.66666667,13.16666667,14.5,24.33333333,23.16666667,19.33333333,18,16,10.16666667,10.66666667,13.66666667,11.83333333,12.33333333,15.5,13.33333333
PM10_Station 3,5.478007833,51.43686628,19.5,21.33333333,21.33333333,21.5,22.33333333,25.16666667,23.5,24.5,21.66666667,18.83333333,18.33333333,17.33333333,15.16666667,11.5,11,14,15,16,17.16666667,18.66666667,20.83333333,28.16666667,20.5,9.166666667,9.5,8.666666667,10.33333333,10.66666667,14,15.16666667,11.66666667,9.666666667,9.833333333,11.5,11.5,9.166666667,11.33333333,12.66666667,12.33333333,13.16666667,16.5,19.16666667,16.33333333,14.83333333,15.33333333,24,26.66666667,31.83333333,31,40,43.66666667,45.83333333,46.66666667,46.33333333,45.5,43.16666667,38.83333333,32.83333333,23.5,13.33333333,8.666666667,8.166666667,6.833333333,6,6.166666667,8,8,8.5,11,9,8,9.666666667,8.666666667,8.333333333,6.5,5.333333333,6.333333333,7.5,8.333333333,8.666666667,10,10.5,12.83333333,9.166666667,11.5,10.33333333,10.66666667,9.166666667,13.33333333,13.33333333,9,11.16666667,11.5,8.833333333,8.166666667,12,11.83333333,11.5,11.5,11,10.5,12.33333333,13.33333333,16,14.66666667,14.66666667,15,15,13,10.83333333,8.833333333,6.833333333,9.333333333,12,9.666666667,9,11.66666667,10.33333333,8.333333333,7.666666667,8.333333333,9,8,10.33333333,11.5,14.66666667,13.66666667,16.16666667,16.66666667,18.83333333,15,16.83333333,15.83333333,21,18.5,16,19.5,21.33333333,23.66666667,26.5,21.16666667,20.66666667,19.83333333,21.33333333,18.66666667,18,18,18.33333333,15.16666667,19,19.33333333,19.16666667,19,20,21.5,29.16666667,24,17.83333333,25.42857143,13.83333333,15.5,15.66666667,15.83333333,20.5,18.16666667,18.5,19,18,20.16666667,19,18.33333333,17.33333333,19.16666667,18.16666667,20.83333333,22.33333333,20.83333333,23.66666667,21.16666667,23.16666667,19.33333333,16.66666667,9.333333333,6.833333333,9.5,18.33333333,18.33333333,15.5,16.33333333,17.33333333,17.5,18,18.5,17.33333333,17.83333333,18.83333333,17.66666667,16.66666667,11.5,12.83333333,17.66666667,18.33333333,18.5,16.66666667,16.83333333,15.66666667,16.5,17.83333333,19.83333333,15.83333333,15,14.33333333,15.33333333,14.5,14,13.83333333,11.83333333,12.5,14,13.5,16.83333333,15.66666667,17,14,16,9.666666667,10.33333333,8.833333333,8.666666667,8.333333333,9,9,10,10.66666667,10.16666667,11.33333333,12.33333333,13.16666667,11.5,11.66666667,10,11.66666667,10.5,11.66666667,10.33333333,12.83333333,15.16666667,12.66666667,13.33333333,9,10.66666667,10,11.83333333,11.66666667,9.833333333,10.33333333,9.333333333,9,10,8.166666667,9.333333333,9.5,11.66666667,11.16666667,10.33333333,11.16666667,12,10,13.33333333,16.5,19.33333333,19.33333333,17,20.16666667,15.66666667,12.66666667,12.66666667,11.83333333,12,9.833333333,11.33333333,12.33333333,16.5,15.16666667,16.33333333,11.66666667,9.666666667,13.16666667,11.33333333,12.33333333,10.66666667,10.83333333,12.5,10.5,15.16666667,15.33333333,17.16666667,18.83333333,18.33333333,16.16666667,17.16666667,16.66666667,16,11.5,14,19,26.5,29.33333333,31.83333333,28.83333333,29.5,26.83333333,25.33333333,26,24.16666667,21.16666667,20,21.5,23.33333333,23.16666667,18.33333333,14.66666667,12.33333333,15.33333333,20.16666667,21.66666667,20.16666667,18.33333333,12.16666667,12,12.5,13.66666667,15.16666667,14.5,12.66666667,13.16666667
PM10_Station 4,5.45696095,51.42988443,18.83333333,17,16.83333333,18.33333333,19.16666667,20.33333333,20.66666667,19.5,17.16666667,15.33333333,14.83333333,14.16666667,12,10.16666667,9,9.166666667,11.66666667,12.33333333,13,12.66666667,21.33333333,23.66666667,14.33333333,7.833333333,8,7.333333333,7.5,9.833333333,13.16666667,12.33333333,10.83333333,8.166666667,8.333333333,8.333333333,9.333333333,11,10.66666667,8.5,10.66666667,10.83333333,10.33333333,13.66666667,13.16666667,13.16666667,14.83333333,22.66666667,24.66666667,24.83333333,24.83333333,33.33333333,36.66666667,39.16666667,39.5,41.66666667,40.5,37,34.16666667,27.5,20,9.333333333,6.333333333,5.166666667,5.666666667,5.333333333,5.5,7.333333333,7.666666667,7,7.833333333,8,6.666666667,7,6.833333333,5.666666667,4.5,5.666666667,5.5,7.5,6.666666667,6.833333333,8.333333333,9.5,8.333333333,7.833333333,7.166666667,7.333333333,8.166666667,9.5,7.666666667,8.166666667,7.5,8.666666667,8.166666667,8,8.166666667,9.666666667,10.5,10,9.333333333,9.5,8.166666667,9.333333333,10.5,11.33333333,10.5,11.83333333,11.33333333,11,10.16666667,8.833333333,8.166666667,6.666666667,8.666666667,9.166666667,8.333333333,6.833333333,8.166666667,8.833333333,7.666666667,5,6.333333333,7,7.666666667,9.5,11.16666667,9.833333333,11.5,12.5,13.5,13.33333333,14,16.33333333,19.83333333,16.16666667,14,14.33333333,15.66666667,17.33333333,21.66666667,19.33333333,19.66666667,17.66666667,18.33333333,17.16666667,15,16.5,14.33333333,14.33333333,13,20,18.83333333,18.33333333,15.5,15.5,17.66666667,16.83333333,15.83333333,13.16666667,14.83333333,14.33333333,12.66666667,14.33333333,14,13,10.5,13.16666667,15.16666667,13,13.5,12.33333333,14.16666667,14.33333333,12.16666667,12.5,16.16666667,17.5,20.16666667,19,17.33333333,17.33333333,17.66666667,14.33333333,7.833333333,5.166666667,7.5,13.83333333,12.83333333,12.5,13.33333333,13.66666667,13.5,13.5,15.66666667,13.33333333,12.66666667,14.5,14,13,11,10.5,13.66666667,14.5,13.66666667,14,13.5,15,11.33333333,12.16666667,16,12.33333333,12.83333333,11.66666667,12.16666667,11.33333333,10.33333333,10.33333333,10.33333333,10.66666667,10.16666667,12,13.66666667,11.66666667,11.66666667,11.83333333,10.5,8.5,7.166666667,8.333333333,7.666666667,8.666666667,7.333333333,8,8.5,10.66666667,9.333333333,10.66666667,10.5,11.5,10,9.5,9.666666667,9.5,7.666666667,8,9,8.666666667,8.333333333,8.833333333,9,9.333333333,8,8.333333333,10.16666667,8.833333333,8.166666667,9,7.666666667,6.833333333,8.666666667,7.333333333,8.333333333,9.5,9.333333333,8.5,9,8.833333333,8.333333333,9,12.25,13,14.83333333,13.66666667,14.5,13.5,11.5,9.166666667,9.5,9.5,9.5,9.833333333,10,9.5,12.66666667,11.5,11.5,9.5,8.5,9.5,10,10,9.166666667,10.66666667,9.666666667,8.5,9.5,11.83333333,11.83333333,14.33333333,11,13.16666667,12.33333333,14,10.66666667,9.333333333,12.4,15.66666667,20.33333333,21.16666667,23.33333333,25.16666667,22.33333333,21.5,18.16666667,18.83333333,19.16666667,15.66666667,15.33333333,18.66666667,21.16666667,18,14.16666667,11,9.333333333,10.66666667,15.66666667,16.83333333,15.66666667,14.5,12.16666667,7.333333333,9.166666667,10.16666667,10.33333333,10.66666667,13.16666667,9.166666667
PM10_Station 5,5.476646783,51.49152625,15,15.16666667,16.33333333,16.33333333,18.33333333,19,19.33333333,19,17.83333333,15.66666667,15,14.33333333,14,10.33333333,10.16666667,9.666666667,10.66666667,12.5,13.5,13.83333333,17.33333333,20,14,7.833333333,7.166666667,5.666666667,8.666666667,10,10.5,10.83333333,10.33333333,6.666666667,6.666666667,9.5,9.666666667,8.833333333,7.333333333,8.166666667,8.5,9.166666667,10.5,12,8.5,11.66666667,13.5,12,19.16666667,22,28.66666667,33.16666667,39.66666667,38.16666667,37.83333333,34.83333333,34.66666667,32.5,30.33333333,25.66666667,18,12,6.666666667,5,6.666666667,6.166666667,7.5,7,6.166666667,6,7.333333333,7.333333333,7.166666667,8,5.833333333,5.5,5.833333333,4.666666667,5,5.166666667,7.166666667,6.833333333,9,9,10.5,7.833333333,7.666666667,8,7.333333333,8.5,7.833333333,8,6.833333333,7,8.166666667,7.5,8.166666667,8.5,8.666666667,8.833333333,7.833333333,8.166666667,7.833333333,10,9.5,10,11,11.66666667,11,9.5,8.666666667,8.333333333,7.166666667,6.5,8,8.5,7.666666667,7.666666667,8.166666667,7.5,6,6.333333333,5.5,6.666666667,7.166666667,7.166666667,8.5,7.833333333,13,12.66666667,12.66666667,10.5,12.5,13.5,15.66666667,16,12.66666667,14.33333333,17,16.5,17.16666667,15,14.33333333,15,16.16666667,16.33333333,14.5,15,13.16666667,15.5,14.33333333,12.33333333,14.5,13.5,14.83333333,14,14.16666667,14.83333333,15.5,16,15.66666667,13.5,10.5,13.16666667,11.83333333,14.33333333,14.83333333,12.16666667,10.83333333,11,10,10.5,11.66666667,11.66666667,11.33333333,12.5,15.16666667,17.33333333,18.83333333,20.16666667,18.16666667,17,15,14.16666667,8.833333333,5.333333333,6.333333333,11.16666667,12.83333333,11.83333333,12.5,12.66666667,14.16666667,14,13.83333333,12.5,13.16666667,12.66666667,11.83333333,11.66666667,12.5,11.5,12,13.33333333,11.16666667,11.33333333,13.33333333,14.66666667,11.83333333,12.33333333,13.66666667,11,11.66666667,10.83333333,11.5,10.33333333,8.833333333,9.833333333,9.666666667,10.5,10.83333333,10,11.83333333,12.83333333,11.16666667,9.5,11.83333333,9.166666667,7.5,7.666666667,6.666666667,6.333333333,7.333333333,8.5,8.166666667,8.333333333,8.5,10,8.833333333,10,9.166666667,9.166666667,10.5,8.833333333,8.166666667,8.333333333,8.5,10,8.166666667,9.5,8.166666667,7,8.166666667,8.166666667,9,8.833333333,7.666666667,8.5,7.833333333,8.333333333,10.33333333,7.5,8.333333333,8.833333333,8.166666667,8.666666667,8.333333333,7.333333333,10.66666667,11.33333333,9,10.5,13.16666667,14.33333333,14,13.66666667,11.83333333,9.666666667,10,9.5,9.666666667,7.5,9.5,10.16666667,11.16666667,11,9.666666667,8.833333333,9.166666667,9,9.666666667,9.333333333,9.333333333,8.833333333,8.833333333,7.5,8.833333333,12,13.33333333,13.83333333,12.83333333,10.16666667,10.5,12.83333333,11.83333333,8.5,9.5,12.5,18,20,21.16666667,20.83333333,22.16666667,25.16666667,23.5,21.33333333,20.33333333,17.66666667,14.83333333,15.66666667,19.16666667,18.83333333,17,12.5,9.833333333,9.166666667,13.83333333,16.66666667,14.33333333,16,10,7.666666667,8.833333333,9.666666667,8.666666667,8.833333333,10.83333333,9.5
PM10_Station 6,5.495786083,51.473617,14,13.83333333,16,16.5,17.4,18.5,20.5,20.66666667,18.66666667,17,15.83333333,15.83333333,14.83333333,11.66666667,10.16666667,10.16666667,11,11.83333333,13.5,16.16666667,19.83333333,24.33333333,20,8,8.166666667,7.833333333,8.333333333,10,11.33333333,13.33333333,9.833333333,7,8.833333333,9.166666667,10.16666667,8.666666667,9.166666667,10.33333333,9.666666667,9.5,12.33333333,12.16666667,11.5,11.33333333,13,13.33333333,21.83333333,26.5,27,35.66666667,39.5,39.16666667,41.6,38.5,37.66666667,34.66666667,32.66666667,28.83333333,22.66666667,12.33333333,9,81.33333333,6.333333333,5.833333333,6.333333333,6.166666667,7.666666667,6.5,7.333333333,9.666666667,8.166666667,7.5,7.333333333,7.333333333,6.333333333,5.5,5.5,5.833333333,7.333333333,8.5,8,10.33333333,9,8,10,13.16666667,9,8.166666667,9.5,7.833333333,8.5,8.666666667,7.5,8.666666667,8.833333333,9.833333333,11.85714286,9.833333333,10.6,8.333333333,9.666666667,9.833333333,10.16666667,12.16666667,15.33333333,14.83333333,13.33333333,11.16666667,10.83333333,8.5,10,7.5,9,10,9.666666667,8,8.333333333,8.666666667,7.5,5.666666667,6.833333333,7,9,8.833333333,12.16666667,12.83333333,13,13.83333333,14.66666667,15.16666667,15,14.83333333,16.33333333,16,15.16666667,16.33333333,17.33333333,19.66666667,21.33333333,19.66666667,21.33333333,18.16666667,18.5,17.33333333,15.66666667,17,15.83333333,15.83333333,17.16666667,15.16666667,16.33333333,19,17.5,17.16666667,16.16666667,17.83333333,17.66666667,16.16666667,15.66666667,14,12.83333333,10.83333333,11.16666667,10.66666667,12.66666667,11.33333333,12.4,12.33333333,10.66666667,10.66666667,12.33333333,11.16666667,10.66666667,12.66666667,13.83333333,17.33333333,21.66666667,20.66666667,20.5,20,19.66666667,16.83333333,10.5,5.666666667,7.166666667,13.5,16.16666667,14.16666667,15.16666667,16.16666667,15,16.5,16.66666667,15.33333333,12.5,14,13.5,12.66666667,11,11.33333333,15.5,16.5,16,13.33333333,16.83333333,16,12.66666667,14,14.66666667,14.83333333,14.16666667,12,12.33333333,11.83333333,10.83333333,11.83333333,10.83333333,12,11.4,10.66666667,11.16666667,12,13.16666667,11.66666667,11.16666667,8.833333333,8.333333333,7.166666667,7.833333333,8.166666667,7.833333333,8.166666667,10.33333333,10.66666667,9.5,9,8,8.5,8.5,9.166666667,9.666666667,8.5,8.833333333,8.666666667,8.5,9.166666667,10,9,8.833333333,10.33333333,9.333333333,8.833333333,10.5,9.666666667,8.833333333,10.33333333,9.333333333,7.666666667,7.666666667,8.333333333,8.333333333,8.333333333,9.833333333,8.166666667,8.5,10.16666667,9,9.5,10.5,13.83333333,16,13.83333333,14.33333333,15.33333333,13.66666667,11,10.16666667,10.33333333,10,9,9.166666667,9.166666667,13,11.66666667,11.5,11,8.166666667,8.833333333,11.33333333,12,10.83333333,10.16666667,11.16666667,10.83333333,9.833333333,13.33333333,16.83333333,16.66666667,15.14285714,13.66666667,13.5,13.66666667,14.16666667,10.66666667,9.833333333,12.83333333,17.66666667,24.33333333,22.83333333,24.33333333,20.16666667,25.33333333,23.83333333,20.16666667,23.16666667,19,17.83333333,21.33333333,25.33333333,21.33333333,20.5,14.16666667,12,10.66666667,17.66666667,19.33333333,17,15,13.5,8.833333333,8.5,11,10.66666667,12.16666667,11.5,9.166666667
PM10_Station 7,5.45153955,51.43741025,17.66666667,17.16666667,17.66666667,19.5,19.16666667,22,21.66666667,20.16666667,20,17.33333333,16.83333333,15.33333333,14,11.16666667,12.33333333,11,12,13.33333333,15.16666667,14.83333333,18.5,19,13.83333333,8,7.833333333,7.333333333,9.333333333,9.833333333,11.16666667,13.16666667,9,9,8,9.833333333,9.833333333,9.166666667,9.5,8.833333333,9.166666667,10.33333333,9.666666667,11,11.66666667,12.66666667,12.66666667,18.83333333,20.83333333,27.16666667,27.66666667,34.5,39.66666667,41.16666667,44,43.5,42,39.16666667,36,31.16666667,21.5,10.33333333,5.833333333,5.833333333,6.166666667,6,6.166666667,7.333333333,7.5,7.166666667,8,7,7.166666667,7.166666667,6.833333333,6,5.166666667,5.333333333,6.833333333,6.5,6.5,7.5,8.166666667,9,8.833333333,9.833333333,8.833333333,8.166666667,8.666666667,8.5,8.5,9.166666667,8.166666667,8.166666667,7.5,8.333333333,8.5,8.833333333,9.666666667,10.16666667,9,8.833333333,9,9.5,9.166666667,10.66666667,11.33333333,11.66666667,12.5,10.5,10.33333333,8.833333333,7.833333333,7.166666667,7.333333333,9.333333333,9,7.666666667,7.833333333,8.833333333,7.333333333,6.833333333,6.166666667,6.166666667,8.166666667,8.833333333,10.66666667,11.16666667,11.5,12.66666667,14.66666667,12,12.5,13.16666667,11.5,14.66666667,12.83333333,15.16666667,15,15.66666667,16.83333333,15.66666667,16,14,16.5,15.16666667,14.66666667,14.33333333,14,14.16666667,13.16666667,13.66666667,16.5,15.16666667,17.16666667,16.5,14.83333333,16.16666667,16.16666667,15.16666667,13.83333333,12.16666667,12.83333333,13,12.5,14,12.5,13.66666667,11.83333333,13.33333333,12.5,12.83333333,12.5,13.5,12.5,14.66666667,17.33333333,17.5,20,19.16666667,19.16666667,19.16666667,18.66666667,15.33333333,8.666666667,5.833333333,8.5,15.5,15.16666667,13.5,14,14.16666667,15,14.33333333,15.5,15.5,14.66666667,16.66666667,15.5,13.83333333,12.16666667,12.66666667,15.5,15.66666667,13.83333333,14.5,14.33333333,13.33333333,13.66666667,14.5,14.66666667,11.33333333,11.66666667,12.16666667,12.66666667,11.5,10.66666667,10.66666667,11,11,11.16666667,12.16666667,14,13.16666667,11.33333333,11.66666667,11.16666667,7.666666667,7.833333333,6.833333333,8.333333333,7.333333333,8,8.166666667,9.5,7.833333333,10.5,9,9.166666667,10.5,11,10,8.333333333,8.666666667,9.166666667,8,8.333333333,8.833333333,10.5,9,8.166666667,8.666666667,8,8,8,10.16666667,8.5,10,7.5,9.166666667,6.666666667,8,7.5,9.333333333,9,9,8.666666667,9,8.5,9.5,14.8,15.16666667,16,15.33333333,15.66666667,15.66666667,16.5,11.16666667,9.833333333,12,10,9.666666667,10,11.33333333,11.66666667,11.5,12,10.5,8.833333333,9.666666667,11.33333333,9.833333333,9.666666667,9.666666667,10.33333333,10.16666667,10.5,13.16666667,13.83333333,16.33333333,14,14.83333333,12.33333333,14,12.33333333,9.666666667,12.33333333,15.33333333,17,19.83333333,20.83333333,22,21,22.83333333,21.16666667,17.16666667,18.16666667,16.16666667,17.5,21.66666667,22.33333333,19,15.83333333,12.83333333,10.33333333,12,16.16666667,16.5,16.5,13.5,9.666666667,8.5,8.5,10.33333333,10.5,11.16666667,11.83333333,9.5
